Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,strain,tissue
SRR12868199,RNA-Seq,300,9939227700,PRJNA669810,SAMN16457834,Model organism or animal,3007206038,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334478,Illumina NovaSeq 6000,BRC20067_GZ_B1_A3_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:21:00Z,1,BRC20067_GZ_B1_A3_GZpool_01_2019,hermaphrodite,SRP288011,BRC20067,whole animals
SRR12868200,RNA-Seq,300,11116090800,PRJNA669810,SAMN16458130,Model organism or animal,3419392278,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334477,Illumina NovaSeq 6000,JU2586_GZ_B7_C7_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:27:00Z,1,JU2586_GZ_B7_C7_GZpool_06_2019,hermaphrodite,SRP288011,JU2586,whole animals
SRR12868201,RNA-Seq,300,7123843200,PRJNA669810,SAMN16458129,Model organism or animal,2210551692,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334476,Illumina NovaSeq 6000,JU2586_GZ_B7_A3_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:15:00Z,1,JU2586_GZ_B7_A3_GZpool_04_2019,hermaphrodite,SRP288011,JU2586,whole animals
SRR12868202,RNA-Seq,300,7678470000,PRJNA669810,SAMN16458128,Model organism or animal,2362404164,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334475,Illumina NovaSeq 6000,JU2581_GZr_B5_H5_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:13:00Z,1,JU2581_GZr_B5_H5_GZpool_08_2020,hermaphrodite,SRP288011,JU2581,whole animals
SRR12868203,RNA-Seq,300,9266481600,PRJNA669810,SAMN16458127,Model organism or animal,2815721019,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334474,Illumina NovaSeq 6000,JU2581_GZ_B7_F6_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:20:00Z,1,JU2581_GZ_B7_F6_GZpool_06_2019,hermaphrodite,SRP288011,JU2581,whole animals
SRR12868204,RNA-Seq,300,7115450400,PRJNA669810,SAMN16457926,Model organism or animal,2137379637,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334473,Illumina NovaSeq 6000,ECA710_GZ_B8_G6_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:13:00Z,1,ECA710_GZ_B8_G6_GZpool_07_2020,hermaphrodite,SRP288011,ECA710,whole animals
SRR12868205,RNA-Seq,300,8440842600,PRJNA669810,SAMN16457925,Model organism or animal,2649420564,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334472,Illumina NovaSeq 6000,ECA710_GZ_B8_E4_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:20:00Z,1,ECA710_GZ_B8_E4_GZpool_04_2019,hermaphrodite,SRP288011,ECA710,whole animals
SRR12868206,RNA-Seq,300,9074048100,PRJNA669810,SAMN16457924,Model organism or animal,2792483287,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334471,Illumina NovaSeq 6000,ECA710_GZ_B8_B9_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:22:00Z,1,ECA710_GZ_B8_B9_GZpool_03_2019,hermaphrodite,SRP288011,ECA710,whole animals
SRR12868207,RNA-Seq,300,8643169500,PRJNA669810,SAMN16457923,Model organism or animal,2640874285,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334470,Illumina NovaSeq 6000,ECA705_GZ_B8_G5_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:23:00Z,1,ECA705_GZ_B8_G5_GZpool_07_2020,hermaphrodite,SRP288011,ECA705,whole animals
SRR12868208,RNA-Seq,300,7471507500,PRJNA669810,SAMN16457922,Model organism or animal,2312908583,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334469,Illumina NovaSeq 6000,ECA705_GZ_B8_E3_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:15:00Z,1,ECA705_GZ_B8_E3_GZpool_04_2019,hermaphrodite,SRP288011,ECA705,whole animals
SRR12868209,RNA-Seq,300,6870953700,PRJNA669810,SAMN16457921,Model organism or animal,2082463253,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334468,Illumina NovaSeq 6000,ECA705_GZ_B8_B8_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:16:00Z,1,ECA705_GZ_B8_B8_GZpool_03_2019,hermaphrodite,SRP288011,ECA705,whole animals
SRR12868210,RNA-Seq,300,6191120100,PRJNA669810,SAMN16457840,Model organism or animal,1916711763,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334467,Illumina NovaSeq 6000,CB4852_GZ_B6_H9_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:16:00Z,1,CB4852_GZ_B6_H9_GZpool_04_2019,hermaphrodite,SRP288011,CB4852,whole animals
SRR12868211,RNA-Seq,300,8444481600,PRJNA669810,SAMN16457920,Model organism or animal,2559840060,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334466,Illumina NovaSeq 6000,ECA703_GZ_B8_I7_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:23:00Z,1,ECA703_GZ_B8_I7_GZpool_07_2020,hermaphrodite,SRP288011,ECA703,whole animals
SRR12868212,RNA-Seq,300,10445997300,PRJNA669810,SAMN16457919,Model organism or animal,3128249041,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334465,Illumina NovaSeq 6000,ECA703_GZ_B8_G4_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:25:00Z,1,ECA703_GZ_B8_G4_GZpool_05_2019,hermaphrodite,SRP288011,ECA703,whole animals
SRR12868213,RNA-Seq,300,9772426200,PRJNA669810,SAMN16457918,Model organism or animal,2998509514,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334464,Illumina NovaSeq 6000,ECA703_GZ_B8_B7_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:27:00Z,1,ECA703_GZ_B8_B7_GZpool_03_2019,hermaphrodite,SRP288011,ECA703,whole animals
SRR12868214,RNA-Seq,300,8903070900,PRJNA669810,SAMN16457917,Model organism or animal,2696645747,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334463,Illumina NovaSeq 6000,ECA594_GZ_B8_G3_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:19:00Z,1,ECA594_GZ_B8_G3_GZpool_07_2020,hermaphrodite,SRP288011,ECA594,whole animals
SRR12868215,RNA-Seq,300,7177410000,PRJNA669810,SAMN16457916,Model organism or animal,2222741339,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334462,Illumina NovaSeq 6000,ECA594_GZ_B8_E2_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:17:00Z,1,ECA594_GZ_B8_E2_GZpool_04_2019,hermaphrodite,SRP288011,ECA594,whole animals
SRR12868216,RNA-Seq,300,9901166700,PRJNA669810,SAMN16457915,Model organism or animal,3050740881,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334461,Illumina NovaSeq 6000,ECA594_GZ_B8_B6_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:25:00Z,1,ECA594_GZ_B8_B6_GZpool_03_2019,hermaphrodite,SRP288011,ECA594,whole animals
SRR12868217,RNA-Seq,300,8135712000,PRJNA669810,SAMN16457914,Model organism or animal,2446313903,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334460,Illumina NovaSeq 6000,ECA592_GZ_B8_G2_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:18:00Z,1,ECA592_GZ_B8_G2_GZpool_07_2020,hermaphrodite,SRP288011,ECA592,whole animals
SRR12868218,RNA-Seq,300,7829382900,PRJNA669810,SAMN16457913,Model organism or animal,2432885036,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334459,Illumina NovaSeq 6000,ECA592_GZ_B8_E1_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:25:00Z,1,ECA592_GZ_B8_E1_GZpool_04_2019,hermaphrodite,SRP288011,ECA592,whole animals
SRR12868219,RNA-Seq,300,4966564800,PRJNA669810,SAMN16457912,Model organism or animal,1523838464,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334458,Illumina NovaSeq 6000,ECA592_GZ_B8_B5_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:21:00Z,1,ECA592_GZ_B8_B5_GZpool_03_2019,hermaphrodite,SRP288011,ECA592,whole animals
SRR12868220,RNA-Seq,300,8231790300,PRJNA669810,SAMN16457911,Model organism or animal,2525274900,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334457,Illumina NovaSeq 6000,ECA372_GZr_B8_D9_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:20:00Z,1,ECA372_GZr_B8_D9_GZpool_07_2020,hermaphrodite,SRP288011,ECA372,whole animals
SRR12868221,RNA-Seq,300,7525870800,PRJNA669810,SAMN16457839,Model organism or animal,2327963296,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334456,Illumina NovaSeq 6000,BRC20263_GZr_B7_I5_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:34:00Z,1,BRC20263_GZr_B7_I5_GZpool_08_2020,hermaphrodite,SRP288011,BRC20263,whole animals
SRR12868222,RNA-Seq,300,7936305300,PRJNA669810,SAMN16457910,Model organism or animal,2434778327,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334455,Illumina NovaSeq 6000,ECA372_GZ_B8_G1_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:21:00Z,1,ECA372_GZ_B8_G1_GZpool_06_2019,hermaphrodite,SRP288011,ECA372,whole animals
SRR12868223,RNA-Seq,300,5477996700,PRJNA669810,SAMN16457909,Model organism or animal,1665627084,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334454,Illumina NovaSeq 6000,ECA372_GZ_B8_B4_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:15:00Z,1,ECA372_GZ_B8_B4_GZpool_03_2019,hermaphrodite,SRP288011,ECA372,whole animals
SRR12868224,RNA-Seq,300,9865788300,PRJNA669810,SAMN16457908,Model organism or animal,3014526064,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334453,Illumina NovaSeq 6000,ECA363_GZ_B8_F9_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:22:00Z,1,ECA363_GZ_B8_F9_GZpool_06_2019,hermaphrodite,SRP288011,ECA363,whole animals
SRR12868225,RNA-Seq,300,8830840800,PRJNA669810,SAMN16457907,Model organism or animal,2723510155,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334452,Illumina NovaSeq 6000,ECA363_GZ_B8_D8_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:19:00Z,1,ECA363_GZ_B8_D8_GZpool_04_2019,hermaphrodite,SRP288011,ECA363,whole animals
SRR12868226,RNA-Seq,300,8562646500,PRJNA669810,SAMN16457906,Model organism or animal,2622355392,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334451,Illumina NovaSeq 6000,ECA363_GZ_B8_B3_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:21:00Z,1,ECA363_GZ_B8_B3_GZpool_03_2019,hermaphrodite,SRP288011,ECA363,whole animals
SRR12868227,RNA-Seq,300,9182956200,PRJNA669810,SAMN16457905,Model organism or animal,2814240628,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334450,Illumina NovaSeq 6000,ECA349_GZr_B2_D1_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:23:00Z,1,ECA349_GZr_B2_D1_GZpool_08_2020,hermaphrodite,SRP288011,ECA349,whole animals
SRR12868228,RNA-Seq,300,9540751800,PRJNA669810,SAMN16457904,Model organism or animal,2882566207,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334449,Illumina NovaSeq 6000,ECA349_GZ_B4_H4_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:30:00Z,1,ECA349_GZ_B4_H4_GZpool_07_2020,hermaphrodite,SRP288011,ECA349,whole animals
SRR12868229,RNA-Seq,300,14931181200,PRJNA669810,SAMN16457952,Model organism or animal,4570177103,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334448,Illumina NovaSeq 6000,ED3017_GZ_B6_D2_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:43:00Z,1,ED3017_GZ_B6_D2_GZpool_06_2019,hermaphrodite,SRP288011,ED3017,whole animals
SRR12868230,RNA-Seq,300,7079052600,PRJNA669810,SAMN16457951,Model organism or animal,2191353967,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334447,Illumina NovaSeq 6000,ED3017_GZ_B6_A4_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:35:00Z,1,ED3017_GZ_B6_A4_GZpool_04_2019,hermaphrodite,SRP288011,ED3017,whole animals
SRR12868231,RNA-Seq,300,8972206500,PRJNA669810,SAMN16457843,Model organism or animal,2785139732,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334446,Illumina NovaSeq 6000,CB4856_GZ_B5_I9_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:20:00Z,1,CB4856_GZ_B5_I9_GZpool_04_2019,hermaphrodite,SRP288011,CB4856,whole animals
SRR12868232,RNA-Seq,300,8542729800,PRJNA669810,SAMN16457950,Model organism or animal,2567203686,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334445,Illumina NovaSeq 6000,ED3017_GZ_B1_H8_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:27:00Z,1,ED3017_GZ_B1_H8_GZpool_01_2019,hermaphrodite,SRP288011,ED3017,whole animals
SRR12868233,RNA-Seq,300,8709365100,PRJNA669810,SAMN16457949,Model organism or animal,2700979481,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334444,Illumina NovaSeq 6000,ED3012_GZr_B5_E1_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:33:00Z,1,ED3012_GZr_B5_E1_GZpool_08_2020,hermaphrodite,SRP288011,ED3012,whole animals
SRR12868234,RNA-Seq,300,7248238800,PRJNA669810,SAMN16457948,Model organism or animal,2240794884,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334443,Illumina NovaSeq 6000,ED3012_GZ_B7_E8_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:19:00Z,1,ED3012_GZ_B7_E8_GZpool_06_2019,hermaphrodite,SRP288011,ED3012,whole animals
SRR12868235,RNA-Seq,300,7332970800,PRJNA669810,SAMN16457947,Model organism or animal,2309571986,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334442,Illumina NovaSeq 6000,ED3012_GZ_B6_I2_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:16:00Z,1,ED3012_GZ_B6_I2_GZpool_04_2019,hermaphrodite,SRP288011,ED3012,whole animals
SRR12868236,RNA-Seq,300,10211754900,PRJNA669810,SAMN16457946,Model organism or animal,3138191680,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334441,Illumina NovaSeq 6000,ED3005_GZ_B5_D9_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:22:00Z,1,ED3005_GZ_B5_D9_GZpool_06_2019,hermaphrodite,SRP288011,ED3005,whole animals
SRR12868237,RNA-Seq,300,10787487300,PRJNA669810,SAMN16457945,Model organism or animal,3308476604,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334440,Illumina NovaSeq 6000,ED3005_GZ_B3_D3_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:26:00Z,1,ED3005_GZ_B3_D3_GZpool_03_2019,hermaphrodite,SRP288011,ED3005,whole animals
SRR12868238,RNA-Seq,300,15301615200,PRJNA669810,SAMN16457944,Model organism or animal,4586677286,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334439,Illumina NovaSeq 6000,ED3005_GZ_B2_G6_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:32:00Z,1,ED3005_GZ_B2_G6_GZpool_01_2019,hermaphrodite,SRP288011,ED3005,whole animals
SRR12868239,RNA-Seq,300,7127453700,PRJNA669810,SAMN16457943,Model organism or animal,2145074205,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334438,Illumina NovaSeq 6000,ECA923_GZ_B8_H3_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:20:00Z,1,ECA923_GZ_B8_H3_GZpool_07_2020,hermaphrodite,SRP288011,ECA923,whole animals
SRR12868240,RNA-Seq,300,9550688700,PRJNA669810,SAMN16457942,Model organism or animal,2894270463,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334437,Illumina NovaSeq 6000,ECA923_GZ_B8_F1_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:26:00Z,1,ECA923_GZ_B8_F1_GZpool_05_2019,hermaphrodite,SRP288011,ECA923,whole animals
SRR12868241,RNA-Seq,300,8672326200,PRJNA669810,SAMN16457941,Model organism or animal,2640367489,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334436,Illumina NovaSeq 6000,ECA923_GZ_B8_C6_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:20:00Z,1,ECA923_GZ_B8_C6_GZpool_03_2019,hermaphrodite,SRP288011,ECA923,whole animals
SRR12868242,RNA-Seq,300,20412503700,PRJNA669810,SAMN16457842,Model organism or animal,6229832720,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334435,Illumina NovaSeq 6000,CB4852_GZr_B5_G3_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:53:00Z,1,CB4852_GZr_B5_G3_GZpool_08_2020,hermaphrodite,SRP288011,CB4852,whole animals
SRR12868243,RNA-Seq,300,7836284400,PRJNA669810,SAMN16457940,Model organism or animal,2383703691,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334434,Illumina NovaSeq 6000,ECA812_GZm_B8_C5_GZpool_0307_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:31:00Z,1,ECA812_GZm_B8_C5_GZpool_0307_2020,hermaphrodite,SRP288011,ECA812,whole animals
